region,provincia,comuna,zona_termica,condicion_meridiano_oeste,condicion_altitud_msnm,zonas_en_la_comuna,tipo_particion,fuente
Metropolitana de Santiago,Santiago,La Reina,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Las Condes,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Lo Barnechea,D,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Lo Barnechea,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Lo Espejo,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Lo Prado,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Macul,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Maipú,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Ñuñoa,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Pedro Aguirre Cerda,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Peñalolén,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Providencia,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Pudahuel,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Quilicura,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Quinta Normal,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Recoleta,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Renca,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,San Joaquín,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,San Miguel,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,San Ramón,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Vitacura,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Cordillera,Puente Alto,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Cordillera,Pirque,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Cordillera,San José de Maipo,D,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Cordillera,San José de Maipo,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Chacabuco,Colina,D,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Chacabuco,Colina,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Chacabuco,Lampa,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Chacabuco,Tiltil,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Maipo,San Bernardo,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Maipo,Buin,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Maipo,Calera de Tango,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Maipo,Paine,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Melipilla,Melipilla,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Melipilla,Alhué,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Melipilla,Curacaví,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Melipilla,María Pinto,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Melipilla,San Pedro,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Talagante,Talagante,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Talagante,El Monte,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Talagante,Isla de Maipo,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Talagante,Padre Hurtado,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Talagante,Peñaflor,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Rancagua,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Codegua,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Codegua,H,,≥ 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Coinco,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Coltauco,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Doñihue,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Graneros,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Las Cabras,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Machalí,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Machalí,H,,≥ 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Malloa,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Malloa,H,,≥ 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Mostazal,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Mostazal,H,,≥ 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Olivar,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Peumo,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Pichidegua,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Quinta de Tilcoco,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Rengo,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Rengo,H,,≥ 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Requínoa,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,Requínoa,H,,≥ 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cachapoal,San Vicente,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cardenal Caro,Pichilemu,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cardenal Caro,La Estrella,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cardenal Caro,Litueche,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cardenal Caro,Marchihue,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cardenal Caro,Navidad,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Cardenal Caro,Paredones,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,San Fernando,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,San Fernando,H,,≥ 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Chépica,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Chimbarongo,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Lolol,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Nancagua,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Palmilla,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Peralillo,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Placilla,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Pumanque,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
O'Higgins,Colchagua,Santa Cruz,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,Talca,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,Constitución,E,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,Curepto,E,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,Empedrado,E,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,Maule,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,Pelarco,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,Pencahue,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,Río Claro,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,San Clemente,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,San Clemente,H,,≥ 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Talca,San Rafael,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Cauquenes,Cauquenes,E,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Cauquenes,Chanco,E,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Cauquenes,Pelluhue,E,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Maule,Curicó,Curicó,D,,< 1.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
